entity1,entity2,sentence,is_sentence_valid,doc_id,doc_title,doc_url,doc_source,date_published,entity1_input,entity2_input,sentence_entity,vec,old_sentence
loxo_101,trk, We agree in principle with our colleagues’ endorsement in this journal of the use of the tropomyosin receptor kinase (TRK) inhibitor LOXO-101 (larotrectinib) in children.,True,72268069,"Comment on: “Tumour-agnostic drugs in paediatric cancers”, Chisholm et al., BJC 2020",https://www.nature.com/articles/s41416-020-01103-0,nature,1601503200.0,LOXO-101,TRK, We agree in principle with our colleagues’ endorsement in this journal of the use of the tropomyosin receptor kinase ( @entityb$ ) inhibitor @entitya$ (larotrectinib) in children.,"[-0.15308343 -0.7451423   0.05925067 ...  0.16300812 -0.18444377
  1.0166508 ]",47
trifluoperazine,tfp,"to test the role of NUPR1 on in vitro PC survival through the small molecule inhibition of NUPR1 with trifluoperazine (TFP) [ 50 , 51 ].",True,91250591,Harnessing single-cell genomics to improve the physiological fidelity of organoid-derived cell types,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5989470/,pmc,1528156800.0,trifluoperazine,TFP,"to test the role of NUPR1 on in vitro PC survival through the small molecule inhibition of NUPR1 with @entitya$ ( @entityb$ ) [ 50 , 51 ].","[-0.00075069 -0.49043205 -0.33143806 ...  0.6980661  -0.34693226
  0.46867245]",47
ly3009120,braf,"in dog at 10 mg/kg, po administered as solid suspension Title: Discovery of 1-(3,3-dimethylbutyl)-3-(2-fluoro-4-methyl-5-(7-methyl-2-(methylamino)pyrido[2,3-d]pyrimidin-6-yl)phenyl)urea (LY3009120) as a pan-RAF inhibitor with minimal paradoxical activation and activity against BRAF or RAS mutant tumor cells.",True,12627071,"Cmax in dog at 10 mg/kg, po administered as solid suspension",https://pubchem.ncbi.nlm.nih.gov/bioassay/1226934,bioassay,,LY3009120,BRAF,"in dog at 10 mg/kg, po administered as solid suspension Title: Discovery of 1-(3,3-dimethylbutyl)-3-(2-fluoro-4-methyl-5-(7-methyl-2-(methylamino)pyrido[2,3-d]pyrimidin-6-yl)phenyl)urea ( @entitya$ ) as a pan-RAF inhibitor with minimal paradoxical activation and activity against @entityb$ or RAS mutant tumor cells.","[ 0.54799986 -0.11166361  0.37045547 ...  0.07914768 -0.34832326
  0.18375744]",47
tesamorelin,growth hormone releasing factor,Tesamorelin is a growth hormone-releasing factor analogue and is in the final stages of its second,True,51968749,EMD Serono Puts Down $30M for U.S. Rights to Theratechnologies’ Late-Stage Compound,https://www.genengnews.com/news/emd-serono-puts-down-30m-for-u-s-rights-to-theratechnologies-late-stage-compound/,genengnews,1225274614.0,Tesamorelin,Growth Hormone-Releasing Factor, @entitya$ is a @entityb$ analogue and is in the final stages of its second,"[-0.9384947   0.35601676 -0.6846208  ...  0.13788109  0.11175669
  0.5157807 ]",47
loxo_101,trk,"LOXO-101, built specifically to inhibit TRK, is currently being studied in a Phase 1 trial of patients with advanced solid tumors.",True,29392009,"Study shows how TRK-fusion lung cancer escapes LOXO-101, offering new treatment strategies",http://www.eurekalert.org/pub_releases/2016-04/uoca-ssh041216.php,eurekalert,1460844000.0,LOXO-101,TRK," @entitya$ , built specifically to inhibit @entityb$ , is currently being studied in a Phase 1 trial of patients with advanced solid tumors.","[-0.6997341  -0.43974894 -0.6076383  ... -0.14881435  0.14177074
  0.47346896]",47
loxo_101,trk,"In the selection of a clinical candidate, the Sponsor evaluated TRK inhibitors with similar pharmaceutical prope rties and potencies as LOXO-101 at TRKA, TRKB, and TRKC, but varying degrees of CNS penetration, and scored their ataxia based on observations of behavior, gait, and balance in rats.",True,46372659,None,https://www.fda.gov//downloads/AdvisoryCommittees/CommitteesMeetingMaterials/Drugs/OncologicDrugsAdvisoryCommittee/UCM508676.pdf,fdagov,,LOXO-101,TRK,"In the selection of a clinical candidate, the Sponsor evaluated @entityb$ inhibitors with similar pharmaceutical prope rties and potencies as @entitya$ at TRKA, TRKB, and TRKC, but varying degrees of CNS penetration, and scored their ataxia based on observations of behavior, gait, and balance in rats.","[ 0.38562673 -0.3772842  -0.288246   ...  0.34453347 -0.06561076
  0.51127493]",49
digoxin,ace,"rate, bpm 81±9 82±9 0.72 Medications ACE inhibitor/ARB 28 (90%)/3 (9%) 27 (90%)/4 (13%) 0.96/0.66 Spironolactone 9 (29%) 5 (17%) 0.25 Other diuretics 31 (100%) 30 (100%) 0.99 Statins 4 (13%) 2 (7%) 0.67 Digoxin 2 (6%) 2 (7%) 0.97 Aspirin",True,73744138,Carvedilol and nebivolol improve left ventricular systolic functions in patients with non-ischemic heart failure,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5336834/,pmc,1396915200.0,digoxin,ACE,"rate, bpm 81±9 82±9 0.72 Medications @entityb$ inhibitor/ARB 28 (90%)/3 (9%) 27 (90%)/4 (13%) 0.96/0.66 Spironolactone 9 (29%) 5 (17%) 0.25 Other diuretics 31 (100%) 30 (100%) 0.99 Statins 4 (13%) 2 (7%) 0.67 @entitya$ 2 (6%) 2 (7%) 0.97 Aspirin","[-0.33424205  0.08916204 -0.2007015  ...  0.45300603 -0.10221035
  0.53420717]",49
betahistine,h1,"Examples of the H1 receptor antagonist include ketanserin, thonzylamine, mepyramine, tripelenamine, dimethindene, clemastine, bamipine, isothipendyl, chlorphenoxamine, dimetotiazine, chlorpromazine, hydroxyzine, opipramol, betahistine, cinnarizine, levocabastine, antazoline, diphenylpyraline, carbinoxamine, doxylamine, alimemazine, cyclizine, meclozine, levocetirizine, cyproheptadine, phenindamine,",True,80306112,VACCINE COMPOSITION FOR MUCOSAL ADMINISTRATION,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220140220079%22.PGNR.&OS=DN/20140220079&RS=DN/20140220079,patent_filed,1407369600.0,betahistine,H 1,"Examples of the @entityb$ receptor antagonist include ketanserin, thonzylamine, mepyramine, tripelenamine, dimethindene, clemastine, bamipine, isothipendyl, chlorphenoxamine, dimetotiazine, chlorpromazine, hydroxyzine, opipramol, @entitya$ , cinnarizine, levocabastine, antazoline, diphenylpyraline, carbinoxamine, doxylamine, alimemazine, cyclizine, meclozine, levocetirizine, cyproheptadine, phenindamine,","[-0.36104164  0.1429788   0.08253337 ...  0.51013875 -0.71000296
  0.6551986 ]",49
betahistine,h1,"Nasal airway resistance was increased by all 3 agents, with histamine being the most potent effector and with the H2 receptor agonist, impromidine, producing a greater effect than the H1 receptor agonist, betahistine.",True,16172627,The Role of Antihistamines in the Treatment of Vasomotor Rhinitis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3650982/,pmc,1250294400.0,betahistine,H 1,"Nasal airway resistance was increased by all 3 agents, with histamine being the most potent effector and with the H2 receptor agonist, impromidine, producing a greater effect than the @entityb$ receptor agonist, @entitya$ .","[ 0.68061084  0.43216965  0.17550601 ... -0.4565995  -0.82090795
  0.10269521]",49
thyroxine,thyroid hormone receptor,"is a model for the nuclear thyroid hormone receptor, this work would also have major implications bearing on the mechanism of dioxin toxicity and the potential of these compounds to function as potent and persistent thyroxine agonists.",True,19964555,Relative binding affinity against prealbumin in competition binding assay and expressed as relative to L-T4 (100); ND=not determined,https://pubchem.ncbi.nlm.nih.gov/bioassay/161306,bioassay,,thyroxine,thyroid hormone receptor,"is a model for the nuclear @entityb$ , this work would also have major implications bearing on the mechanism of dioxin toxicity and the potential of these compounds to function as potent and persistent @entitya$ agonists.","[ 0.30781814 -0.6459506  -0.47099635 ...  0.1620785  -0.16549245
  0.18796909]",49
trifluoperazine,tfp,The failure of calmodulin antagonists: chlorpromazine (CPZ) and trifluoperazine (TFP) to block the cytotoxic action of PUFAs indicates that calmodulin does not play a role in the proliferation of KB-3-1,True,73179995,Effect of polyunsaturated fatty acids on drug-sensitive and resistant tumor cells in vitro,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3180408/,pmc,1315958400.0,trifluoperazine,TFP,The failure of calmodulin antagonists: chlorpromazine (CPZ) and @entitya$ ( @entityb$ ) to block the cytotoxic action of PUFAs indicates that calmodulin does not play a role in the proliferation of KB-3-1,"[ 0.25917634 -0.541426    0.16514282 ...  0.3638205  -0.8490757
  0.07663422]",54
3m_052,tlr7,"SC administration of 3M-052 induced little if any cytokine mRNA expression, but robust IFN-related and TLR7 gene expression in the spleens of treated mice ( FIG.",True,1285037,METHODS AND COMPOSITIONS RELATING TO ADJUVANTS,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220200108139%22.PGNR.&OS=DN/20200108139&RS=DN/20200108139,patent_filed,1586390400.0,3M-052,TLR7,"SC administration of @entitya$ induced little if any cytokine mRNA expression, but robust IFN-related and @entityb$ gene expression in the spleens of treated mice ( FIG.","[ 0.31551766 -0.45115316  0.04658261 ...  0.72498506 -0.40170226
  0.28665754]",54
digoxin,ace,"Also, the tendency in single drug regimes against the use of ACE inhibitors and a preference for digoxin or diuretics in women and for β‐blockers in men needs attention.",True,40868742,The relevance of comorbidities for heart failure treatment in primary care: A European survey.,https://www.ncbi.nlm.nih.gov/pubmed/16084761,pubmed,1138575600.0,digoxin,ACE,"Also, the tendency in single drug regimes against the use of @entityb$ inhibitors and a preference for @entitya$ or diuretics in women and for β‐blockers in men needs attention.","[ 0.180576   -0.80412555 -0.4151184  ... -0.6403647  -0.51601326
  0.45666438]",54
ly3009120,braf,"similar sensitivities to the RAF dimer inhibitor, LY3009120, which are comparable with that of BRAF(V600E) in A101D melanoma cell line ( Figure 5D&E ).",True,15896951,The Dimer-dependent Catalytic Activity of RAF Family Kinases Is Revealed Through Characterizing Their Oncogenic Mutants,https://www.biorxiv.org/content/10.1101/338293v1,biorxiv,1528063200.0,LY3009120,BRaf,"similar sensitivities to the RAF dimer inhibitor, @entitya$ , which are comparable with that of @entityb$ (V600E) in A101D melanoma cell line ( Figure 5D&E ).","[ 0.2648048  -0.53361166 -0.01625665 ...  0.62852293 -0.0453073
  0.30843326]",54
trifluoperazine,tfp,"CaM antagonists, including trifluoperazine (TFP), W-5, W-7, promethazine and haloperidol, dose-dependently inhibited potassium depolarization-stimulated [3H]HCh-3 binding with IC50s of 20, 40, 70, 30 and 48 (microM), respectively.",True,48823461,Effects of calmodulin antagonists on sodium-dependent high-affinity choline uptake.,https://www.ncbi.nlm.nih.gov/pubmed/2054651,pubmed,667177200.0,trifluoperazine,TFP,"CaM antagonists, including @entitya$ ( @entityb$ ), W-5, W-7, promethazine and haloperidol, dose-dependently inhibited potassium depolarization-stimulated [3H]HCh-3 binding with IC50s of 20, 40, 70, 30 and 48 (microM), respectively.","[ 0.02362507 -0.18027289 -0.26318356 ... -0.0590261  -0.34814712
  0.16889417]",54
trifluoperazine,tfp,"In contrast, TFP (trifluoperazine), an inhibitor of clathrin-mediated endocytosis/recycling /lysosome route for TβRII, neither changes TβRII localization nor reverses PBP-induced TβRII turnover ( Figs",True,83557334,Pentabromophenol suppresses TGF-β signaling by accelerating degradation of type II TGF-β receptors via caveolae-mediated endocytosis,https://www.nature.com/articles/srep43206,nature,1487804400.0,trifluoperazine,TFP,"In contrast, @entityb$ ( @entitya$ ), an inhibitor of clathrin-mediated endocytosis/recycling /lysosome route for TβRII, neither changes TβRII localization nor reverses PBP-induced TβRII turnover ( Figs","[ 0.04815786 -0.55837786  0.3083329  ...  0.70000935 -0.22805174
  0.15030162]",55
ly3009120,braf,Molecular modeling of the BRAF in-frame deletion using protein coordinates from the BRAF/LY3009120 complex (PDB 5C9C).,True,62900787,Oncogenic BRAF Deletions That Function as Homodimers and Are Sensitive to Inhibition by RAF Dimer Inhibitor LY3009120.,https://www.ncbi.nlm.nih.gov/pubmed/26732095,pubmed,1459288800.0,LY3009120,BRaf,Molecular modeling of the @entityb$ in-frame deletion using protein coordinates from the @entityb$ / @entitya$ complex (PDB 5C9C).,"[-0.4423894  -1.168198   -0.1820771  ...  0.40978462  0.3279217
  0.47457185]",55
3m_052,tlr7,"Open in a separate window Figure 1 Unlike R848, the lipidated, locally acting TLR7/8 agonist 3M-052 demonstrates low serum distribution and little systemic cytokine induction.",True,18437711,TLR7/8 adjuvant overcomes newborn hyporesponsiveness to pneumococcal conjugate vaccine at birth,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5360187/,pmc,1490227200.0,3M-052,TLR7,"Open in a separate window Figure 1 Unlike R848, the lipidated, locally acting @entityb$ /8 agonist @entitya$ demonstrates low serum distribution and little systemic cytokine induction.","[-0.7313373  -0.21527326 -0.81077296 ... -0.02442072 -0.9984193
  0.34402922]",55
digoxin,ace,"In case of persisting symptoms in patients being treated with diuretics and ACE inhibitors, GPs add spironolactone and digoxin, while cardiologists also use β‐blockers or angiotensin II antagonists as additional therapy (Table 3 ).",True,70829036,Diagnosis and management of heart failure: a questionnaire among general practitioners and cardiologists.,https://www.ncbi.nlm.nih.gov/pubmed/12798833,pubmed,1056924000.0,digoxin,ACE,"In case of persisting symptoms in patients being treated with diuretics and @entityb$ inhibitors, GPs add spironolactone and @entitya$ , while cardiologists also use β‐blockers or angiotensin II antagonists as additional therapy (Table 3 ).",[0.13585839 0.16346388 0.08247498 ... 0.14980562 0.08839237 0.5245077 ],55
oxaliplatin,oct2,"In another example, miconazole exhibited similar potency against OCT2 transport of ASP + and oxaliplatin, but is approximately 70 fold less potent in inhibiting OCT2-mediated metformin transport ( Table 1 ).",True,61949191,SELECTIVE OCT2 INHIBITORS FOR USE IN PREVENTING TOXICITY OF PLATINUM DRUGS,https://data.epo.org/publication-server/rest/v1.2/patents/EP3322414NWB1/document.html,epo,1601416800.0,oxaliplatin,OCT2,"In another example, miconazole exhibited similar potency against @entityb$ transport of ASP + and @entitya$ , but is approximately 70 fold less potent in inhibiting OCT2-mediated metformin transport ( Table 1 ).","[ 0.57459724 -0.42407784 -0.28097832 ...  0.2541766  -0.3579769
  0.4975638 ]",55
